Title,Location,Price,Area,BHK
1 BHK Apartment - A Shard of Ice (The Black Symphony Saga #1),Pune,6321141.0,650,1
4 BHK Apartment - A Hero's Curse (The Unseen Chronicles #1),Chandigarh,16344155.0,2800,4
2 BHK Apartment - 23 Degrees South: A Tropical Tale of Changing Whether...,Kolkata,5935192.0,650,2
"2 BHK Apartment - Zero to One: Notes on Startups, or How to Build the Future",Hyderabad,9111087.0,1200,2
3 BHK Apartment - Why Not Me?,Indore,11142843.0,1800,3
1 BHK Apartment - When Breath Becomes Air,Chennai,8526987.0,1200,1
4 BHK Apartment - Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Bhopal,6366771.0,650,4
3 BHK Apartment - The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),Pune,6879631.0,650,3
3 BHK Apartment - The New Drawing on the Right Side of the Brain,Chandigarh,8966895.0,1200,3
"1 BHK Apartment - The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",Faridabad,6645922.0,800,1
2 BHK Apartment - The Martian (The Martian #1),Ghaziabad,7694174.0,1000,2
1 BHK Apartment - The High Mountains of Portugal,Hyderabad,6882727.0,800,1
3 BHK Apartment - The Grownup,Ghaziabad,10251111.0,1500,3
4 BHK Apartment - The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Chandigarh,6044926.0,500,4
5 BHK Apartment - South of Sunshine,Bangalore,15236010.0,2200,5
2 BHK Apartment - Smarter Faster Better: The Secrets of Being Productive in Life and Business,Chandigarh,6712756.0,800,2
5 BHK Apartment - Silence in the Dark (Logan Point #4),Noida,17448932.0,2800,5
3 BHK Apartment - Shadows of the Past (Logan Point #1),Pune,14092154.0,2200,3
1 BHK Apartment - Roller Girl,Bangalore,8730150.0,1000,1
2 BHK Apartment - Rising Strong,Mumbai,11768852.0,1500,2
3 BHK Apartment - Proofs of God: Classical Arguments from Tertullian to Barth,Gurgaon,9790471.0,1200,3
3 BHK Apartment - Please Kill Me: The Uncensored Oral History of Punk,Gurgaon,12636465.0,1800,3
2 BHK Apartment - Out of Print: City Lights Spotlight No. 14,Bhopal,7972701.0,1200,2
1 BHK Apartment - My Life Next Door (My Life Next Door ),Bhopal,15093605.0,2800,1
5 BHK Apartment - Miller's Valley,Indore,8232746.0,1000,5
2 BHK Apartment - Man's Search for Meaning,Chennai,16146613.0,2800,2
"4 BHK Apartment - Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",Pune,8078600.0,800,4
4 BHK Apartment - Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,Delhi,9552483.0,1000,4
1 BHK Apartment - Les Fleurs du Mal,Noida,11881962.0,1800,1
3 BHK Apartment - Left Behind (Left Behind #1),Hyderabad,8235553.0,1000,3
2 BHK Apartment - Kill 'Em and Leave: Searching for James Brown and the American Soul,Jaipur,12780040.0,2200,2
2 BHK Apartment - Kierkegaard: A Christian Missionary to Christians,Bangalore,8926980.0,1000,2
1 BHK Apartment - John Vassos: Industrial Design for Modern Life,Pune,5553544.0,500,1
1 BHK Apartment - I'll Give You the Sun,Pune,7813418.0,1000,1
4 BHK Apartment - I Will Find You,Hyderabad,9798844.0,1200,4
3 BHK Apartment - Hystopia: A Novel,Bhopal,6413778.0,800,3
5 BHK Apartment - Howl and Other Poems,Bhopal,7154441.0,800,5
1 BHK Apartment - History of Beauty,Gurgaon,16514413.0,2800,1
3 BHK Apartment - Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Jaipur,7639627.0,1000,3
1 BHK Apartment - Future Shock (Future Shock #1),Ghaziabad,6585006.0,800,1
5 BHK Apartment - Ender's Game (The Ender Quintet #1),Gurgaon,13140582.0,1800,5
2 BHK Apartment - Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,Bangalore,11278192.0,1500,2
4 BHK Apartment - Death by Leisure: A Cautionary Tale,Indore,5592395.0,500,4
5 BHK Apartment - Brilliant Beacons: A History of the American Lighthouse,Mumbai,8140861.0,500,5
3 BHK Apartment - Brazen: The Courage to Find the You That's Been Hiding,Mumbai,8728224.0,800,3
2 BHK Apartment - Between the World and Me,Bhopal,6255163.0,800,2
5 BHK Apartment - Being Mortal: Medicine and What Matters in the End,Pune,7588827.0,650,5
"1 BHK Apartment - A Murder Over a Girl: Justice, Gender, Junior High",Jaipur,12610767.0,2200,1
4 BHK Apartment - 32 Yolks,Noida,9275329.0,1000,4
"2 BHK Apartment - ""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",Faridabad,11499538.0,1800,2
3 BHK Apartment - You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Chennai,11703262.0,1800,3
3 BHK Apartment - Wildlife of New York: A Five-Borough Coloring Book,Indore,5357470.0,500,3
2 BHK Apartment - What Happened on Beale Street (Secrets of the South Mysteries #2),Indore,9653032.0,1500,2
5 BHK Apartment - Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,Jaipur,6333070.0,500,5
1 BHK Apartment - Under the Tuscan Sun,Bhopal,12396995.0,2200,1
3 BHK Apartment - Toddlers Are A**holes: It's Not Your Fault,Mumbai,8828529.0,800,3
2 BHK Apartment - The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,Ghaziabad,13165131.0,2200,2
3 BHK Apartment - The Whale,Indore,8474351.0,1200,3
5 BHK Apartment - The Story of Art,Kolkata,16665118.0,2800,5
4 BHK Apartment - The Origin of Species,Jaipur,6695500.0,650,4
3 BHK Apartment - The Great Gatsby,Ghaziabad,6046768.0,500,3
1 BHK Apartment - The Good Girl,Chandigarh,5730503.0,650,1
1 BHK Apartment - The Glass Castle,Bhopal,7724477.0,1200,1
2 BHK Apartment - The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,Kolkata,12958340.0,2200,2
4 BHK Apartment - The Drowning Girls,Indore,8023994.0,1000,4
3 BHK Apartment - The Constant Princess (The Tudor Court #1),Noida,6646597.0,500,3
1 BHK Apartment - The Bourne Identity (Jason Bourne #1),Delhi,11206646.0,1500,1
4 BHK Apartment - The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),Pune,7277247.0,650,4
2 BHK Apartment - The Art Book,Bhopal,7175408.0,1000,2
3 BHK Apartment - The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Hyderabad,8455206.0,1000,3
3 BHK Apartment - Team of Rivals: The Political Genius of Abraham Lincoln,Chandigarh,16103548.0,2800,3
2 BHK Apartment - Steal Like an Artist: 10 Things Nobody Told You About Being Creative,Kolkata,13184105.0,2200,2
"5 BHK Apartment - Sit, Stay, Love",Delhi,13607207.0,1800,5
3 BHK Apartment - Sister Dear,Chennai,13644247.0,2200,3
"2 BHK Apartment - Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",Bhopal,7363922.0,1000,2
"2 BHK Apartment - Rich Dad, Poor Dad",Faridabad,13320538.0,2200,2
3 BHK Apartment - Raymie Nightingale,Kolkata,9053394.0,1200,3
5 BHK Apartment - Playing from the Heart,Jaipur,13611764.0,2200,5
5 BHK Apartment - Nightstruck: A Novel,Hyderabad,17262052.0,2800,5
"3 BHK Apartment - Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",Kolkata,5856818.0,500,3
3 BHK Apartment - Meternity,Bhopal,7451800.0,1000,3
3 BHK Apartment - Memoirs of a Geisha,Jaipur,8881582.0,1200,3
1 BHK Apartment - Like Never Before (Walker Family #2),Faridabad,11257561.0,1800,1
5 BHK Apartment - Life of Pi,Gurgaon,17620336.0,2800,5
4 BHK Apartment - Leave This Song Behind: Teen Poetry at Its Best,Jaipur,13444045.0,2200,4
1 BHK Apartment - King's Folly (The Kinsman Chronicles #1),Noida,6012495.0,500,1
1 BHK Apartment - John Adams,Faridabad,11135618.0,1800,1
2 BHK Apartment - How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),Gurgaon,8894126.0,1000,2
5 BHK Apartment - How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Noida,9467010.0,1000,5
4 BHK Apartment - Good in Bed (Cannie Shapiro #1),Kolkata,9013948.0,1200,4
"2 BHK Apartment - Fruits Basket, Vol. 7 (Fruits Basket #7)",Chandigarh,6617966.0,800,2
1 BHK Apartment - For the Love: Fighting for Grace in a World of Impossible Standards,Delhi,8939673.0,1000,1
4 BHK Apartment - Finding God in the Ruins: How God Redeems Pain,Hyderabad,8573231.0,1000,4
2 BHK Apartment - Every Heart a Doorway (Every Heart A Doorway #1),Jaipur,15500732.0,2800,2
2 BHK Apartment - Delivering the Truth (Quaker Midwife Mystery #1),Mumbai,17519588.0,2800,2
3 BHK Apartment - Counted With the Stars (Out from Egypt #1),Kolkata,6922933.0,800,3
"4 BHK Apartment - Chronicles, Vol. 1",Pune,12687391.0,1800,4
2 BHK Apartment - Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Hyderabad,13445944.0,2200,2
5 BHK Apartment - Benjamin Franklin: An American Life,Noida,17365778.0,2800,5
"5 BHK Apartment - At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",Chennai,7173203.0,650,5
3 BHK Apartment - A Summer In Europe,Bhopal,5076483.0,500,3
3 BHK Apartment - A Short History of Nearly Everything,Chandigarh,5709429.0,500,3
3 BHK Apartment - A Gathering of Shadows (Shades of Magic #2),Mumbai,18001209.0,2800,3
2 BHK Apartment - The Sound Of Love,Bangalore,8993643.0,1000,2
3 BHK Apartment - The Rise and Fall of the Third Reich: A History of Nazi Germany,Hyderabad,13874319.0,2200,3
4 BHK Apartment - The Perks of Being a Wallflower,Ghaziabad,11872353.0,1800,4
3 BHK Apartment - The Mysterious Affair at Styles (Hercule Poirot #1),Kolkata,10339614.0,1500,3
2 BHK Apartment - The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Delhi,8956142.0,1000,2
5 BHK Apartment - The Makings of a Fatherless Child,Kolkata,8700689.0,1000,5
1 BHK Apartment - The Joy of Cooking,Bhopal,10369813.0,1800,1
3 BHK Apartment - The Invention of Wings,Bangalore,9954629.0,1200,3
1 BHK Apartment - The Hobbit (Middle-Earth Universe),Ghaziabad,11026007.0,1800,1
2 BHK Apartment - The Great Railway Bazaar,Pune,10749052.0,1500,2
1 BHK Apartment - The Golden Compass (His Dark Materials #1),Ghaziabad,5082027.0,500,1
2 BHK Apartment - The God Delusion,Jaipur,12939947.0,2200,2
1 BHK Apartment - The Girl You Left Behind (The Girl You Left Behind #1),Noida,10317729.0,1500,1
5 BHK Apartment - The Fellowship of the Ring (The Lord of the Rings #1),Kolkata,14150923.0,2200,5
3 BHK Apartment - The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),Pune,14137299.0,2200,3
2 BHK Apartment - The Barefoot Contessa Cookbook,Kolkata,6790833.0,800,2
4 BHK Apartment - Tell the Wolves I'm Home,Chennai,8594245.0,1000,4
5 BHK Apartment - Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,Noida,12871764.0,1800,5
3 BHK Apartment - Pride and Prejudice,Delhi,9343709.0,1000,3
1 BHK Apartment - Musicophilia: Tales of Music and the Brain,Mumbai,12924176.0,1800,1
5 BHK Apartment - Mere Christianity,Mumbai,8689327.0,650,5
1 BHK Apartment - Me Before You (Me Before You #1),Noida,13476413.0,2200,1
5 BHK Apartment - In the Woods (Dublin Murder Squad #1),Noida,10382335.0,1200,5
4 BHK Apartment - In Cold Blood,Bangalore,10531149.0,1200,4
2 BHK Apartment - How to Stop Worrying and Start Living,Bangalore,12582612.0,1800,2
3 BHK Apartment - Give It Back,Bhopal,5771337.0,650,3
"1 BHK Apartment - Girl, Interrupted",Delhi,7846548.0,800,1
5 BHK Apartment - Fun Home: A Family Tragicomic,Bangalore,17824015.0,2800,5
"1 BHK Apartment - Fruits Basket, Vol. 6 (Fruits Basket #6)",Bhopal,9254630.0,1500,1
5 BHK Apartment - Deception Point,Gurgaon,8654497.0,800,5
"3 BHK Apartment - Death Note, Vol. 6: Give-and-Take (Death Note #6)",Ghaziabad,8019060.0,1000,3
4 BHK Apartment - Catherine the Great: Portrait of a Woman,Kolkata,16423548.0,2800,4
4 BHK Apartment - Better Homes and Gardens New Cook Book,Chandigarh,16373632.0,2800,4
3 BHK Apartment - An Unquiet Mind: A Memoir of Moods and Madness,Gurgaon,7613681.0,650,3
3 BHK Apartment - A Year in Provence (Provence #1),Chennai,8324689.0,1000,3
1 BHK Apartment - World Without End (The Pillars of the Earth #2),Chennai,8353800.0,1200,1
"5 BHK Apartment - Will Grayson, Will Grayson (Will Grayson, Will Grayson)",Indore,11781523.0,1800,5
5 BHK Apartment - Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,Bhopal,7953073.0,1000,5
5 BHK Apartment - Where She Went (If I Stay #2),Ghaziabad,8567065.0,1000,5
4 BHK Apartment - What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Indore,10121677.0,1500,4
5 BHK Apartment - Two Summers,Faridabad,12334899.0,1800,5
2 BHK Apartment - This Is Your Brain on Music: The Science of a Human Obsession,Pune,5943586.0,500,2
1 BHK Apartment - The Secret Garden,Mumbai,11632722.0,1500,1
1 BHK Apartment - The Raven King (The Raven Cycle #4),Bangalore,12169190.0,1800,1
3 BHK Apartment - The Raven Boys (The Raven Cycle #1),Bhopal,5436776.0,500,3
3 BHK Apartment - The Power Greens Cookbook: 140 Delicious Superfood Recipes,Chandigarh,6291210.0,650,3
5 BHK Apartment - The Metamorphosis,Jaipur,12033822.0,1800,5
3 BHK Apartment - The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,Pune,9307340.0,1200,3
3 BHK Apartment - The Little Paris Bookshop,Bhopal,5410333.0,500,3
5 BHK Apartment - The Hiding Place,Delhi,8277231.0,650,5
5 BHK Apartment - The Grand Design,Indore,7400703.0,800,5
1 BHK Apartment - The Firm,Bhopal,10616540.0,1800,1
4 BHK Apartment - The Fault in Our Stars,Indore,8631538.0,1200,4
4 BHK Apartment - The False Prince (The Ascendance Trilogy #1),Ghaziabad,12028061.0,1800,4
2 BHK Apartment - The Expatriates,Faridabad,8097214.0,1000,2
3 BHK Apartment - The Dream Thieves (The Raven Cycle #2),Noida,14115048.0,2200,3
2 BHK Apartment - The Darkest Corners,Mumbai,8582637.0,800,2
1 BHK Apartment - The Crossover,Bangalore,12024253.0,1800,1
5 BHK Apartment - The 5th Wave (The 5th Wave #1),Indore,5774182.0,500,5
1 BHK Apartment - Tell the Wind and Fire,Indore,15125606.0,2800,1
3 BHK Apartment - Tell Me Three Things,Bhopal,5771903.0,650,3
2 BHK Apartment - Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,Kolkata,8632435.0,1200,2
1 BHK Apartment - Siddhartha,Hyderabad,6988057.0,800,1
1 BHK Apartment - Shiver (The Wolves of Mercy Falls #1),Noida,10384572.0,1500,1
5 BHK Apartment - Remember Me?,Chennai,11037038.0,1500,5
2 BHK Apartment - Red Dragon (Hannibal Lecter #1),Chennai,6949759.0,800,2
1 BHK Apartment - Peak: Secrets from the New Science of Expertise,Kolkata,10917888.0,1800,1
2 BHK Apartment - My Mother Was Nuts,Pune,7455624.0,800,2
1 BHK Apartment - Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,Delhi,12295584.0,1800,1
1 BHK Apartment - Maybe Something Beautiful: How Art Transformed a Neighborhood,Pune,11556648.0,1800,1
1 BHK Apartment - Lola and the Boy Next Door (Anna and the French Kiss #2),Bhopal,6759741.0,1000,1
4 BHK Apartment - Logan Kade (Fallen Crest High #5.5),Bangalore,9307531.0,1000,4
5 BHK Apartment - Last One Home (New Beginnings #1),Hyderabad,14219353.0,2200,5
2 BHK Apartment - Killing Floor (Jack Reacher #1),Mumbai,15098542.0,2200,2
5 BHK Apartment - Kill the Boy Band,Mumbai,18389941.0,2800,5
3 BHK Apartment - Isla and the Happily Ever After (Anna and the French Kiss #3),Chennai,8353679.0,1000,3
3 BHK Apartment - If I Stay (If I Stay #1),Hyderabad,6726623.0,650,3
1 BHK Apartment - I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),Gurgaon,8494463.0,1000,1
1 BHK Apartment - Harry Potter and the Deathly Hallows (Harry Potter #7),Noida,16391678.0,2800,1
"3 BHK Apartment - Fruits Basket, Vol. 5 (Fruits Basket #5)",Faridabad,10390387.0,1500,3
2 BHK Apartment - Foundation (Foundation (Publication Order) #1),Bangalore,9924242.0,1200,2
5 BHK Apartment - Fool Me Once,Jaipur,8319621.0,1000,5
5 BHK Apartment - Find Her (Detective D.D. Warren #8),Faridabad,8918551.0,1000,5
1 BHK Apartment - Evicted: Poverty and Profit in the American City,Bangalore,9612294.0,1200,1
4 BHK Apartment - Drama,Ghaziabad,10599937.0,1500,4
1 BHK Apartment - Dracula the Un-Dead,Bangalore,6537726.0,500,1
5 BHK Apartment - Digital Fortress,Chandigarh,12249704.0,1800,5
"4 BHK Apartment - Death Note, Vol. 5: Whiteout (Death Note #5)",Mumbai,11045507.0,1200,4
"2 BHK Apartment - Data, A Love Story: How I Gamed Online Dating to Meet My Match",Faridabad,13348284.0,2200,2
1 BHK Apartment - Critique of Pure Reason,Bangalore,7687075.0,800,1
4 BHK Apartment - Booked,Kolkata,7579180.0,800,4
"2 BHK Apartment - Blue Lily, Lily Blue (The Raven Cycle #3)",Hyderabad,5815943.0,500,2
4 BHK Apartment - Approval Junkie: Adventures in Caring Too Much,Gurgaon,10167055.0,1200,4
5 BHK Apartment - An Abundance of Katherines,Bangalore,15068397.0,2200,5
3 BHK Apartment - America's War for the Greater Middle East: A Military History,Noida,7356477.0,650,3
4 BHK Apartment - Alight (The Generations Trilogy #2),Ghaziabad,9264378.0,1200,4
3 BHK Apartment - A Girl's Guide to Moving On (New Beginnings #2),Gurgaon,11079731.0,1500,3
2 BHK Apartment - A Game of Thrones (A Song of Ice and Fire #1),Hyderabad,13356420.0,2200,2
2 BHK Apartment - A Feast for Crows (A Song of Ice and Fire #4),Ghaziabad,9945565.0,1500,2
3 BHK Apartment - A Clash of Kings (A Song of Ice and Fire #2),Jaipur,11250319.0,1800,3
4 BHK Apartment - Vogue Colors A to Z: A Fashion Coloring Book,Kolkata,10499175.0,1500,4
1 BHK Apartment - The Shining (The Shining #1),Gurgaon,16357577.0,2800,1
5 BHK Apartment - The Pilgrim's Progress,Mumbai,11458281.0,1200,5
4 BHK Apartment - The Perfect Play (Play by Play #1),Kolkata,9334076.0,1200,4
1 BHK Apartment - The Passion of Dolssa,Mumbai,8105593.0,800,1
3 BHK Apartment - The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,Gurgaon,6749870.0,500,3
2 BHK Apartment - The Hunger Games (The Hunger Games #1),Mumbai,14857197.0,2200,2
5 BHK Apartment - The Hound of the Baskervilles (Sherlock Holmes #5),Noida,14940192.0,2200,5
3 BHK Apartment - The Gunning of America: Business and the Making of American Gun Culture,Mumbai,9751003.0,1000,3
2 BHK Apartment - The Geography of Bliss: One Grump's Search for the Happiest Places in the World,Indore,4975321.0,500,2
3 BHK Apartment - The Demonists (Demonist #1),Delhi,7676797.0,650,3
"4 BHK Apartment - The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",Noida,17389240.0,2800,4
3 BHK Apartment - The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),Chennai,6732241.0,650,3
2 BHK Apartment - The Beast (Black Dagger Brotherhood #14),Hyderabad,16101819.0,2800,2
2 BHK Apartment - Some Women,Mumbai,13239619.0,1800,2
1 BHK Apartment - Shopaholic Ties the Knot (Shopaholic #3),Mumbai,9936317.0,1200,1
4 BHK Apartment - Paper and Fire (The Great Library #2),Ghaziabad,6296034.0,500,4
5 BHK Apartment - Outlander (Outlander #1),Chennai,12575368.0,1800,5
"2 BHK Apartment - Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",Jaipur,9929590.0,1500,2
1 BHK Apartment - No One Here Gets Out Alive,Pune,13217476.0,2200,1
3 BHK Apartment - Night Shift (Night Shift #1-20),Gurgaon,7579948.0,650,3
1 BHK Apartment - Needful Things,Kolkata,8499110.0,1200,1
1 BHK Apartment - Mockingjay (The Hunger Games #3),Kolkata,5970292.0,650,1
1 BHK Apartment - Misery,Pune,5858280.0,500,1
3 BHK Apartment - Little Women (Little Women #1),Faridabad,9147975.0,1200,3
4 BHK Apartment - It,Kolkata,8321835.0,1000,4
3 BHK Apartment - Harry Potter and the Sorcerer's Stone (Harry Potter #1),Kolkata,5817622.0,500,3
1 BHK Apartment - Harry Potter and the Prisoner of Azkaban (Harry Potter #3),Jaipur,8148766.0,1200,1
4 BHK Apartment - Harry Potter and the Order of the Phoenix (Harry Potter #5),Chennai,16631354.0,2800,4
2 BHK Apartment - Harry Potter and the Half-Blood Prince (Harry Potter #6),Hyderabad,7180810.0,800,2
5 BHK Apartment - Harry Potter and the Chamber of Secrets (Harry Potter #2),Bhopal,16145193.0,2800,5
1 BHK Apartment - Gone with the Wind,Chandigarh,5833141.0,650,1
1 BHK Apartment - God Is Not Great: How Religion Poisons Everything,Noida,13788491.0,2200,1
2 BHK Apartment - Girl With a Pearl Earring,Indore,5856844.0,650,2
"2 BHK Apartment - Fruits Basket, Vol. 4 (Fruits Basket #4)",Kolkata,6791764.0,800,2
1 BHK Apartment - Far From True (Promise Falls Trilogy #2),Hyderabad,11590620.0,1800,1
4 BHK Apartment - Dark Lover (Black Dagger Brotherhood #1),Jaipur,10270691.0,1500,4
4 BHK Apartment - Confessions of a Shopaholic (Shopaholic #1),Noida,12735928.0,1800,4
2 BHK Apartment - Changing the Game (Play by Play #2),Chennai,13337463.0,2200,2
1 BHK Apartment - Candide,Hyderabad,9932837.0,1500,1
4 BHK Apartment - Can You Keep a Secret?,Chandigarh,5889735.0,500,4
5 BHK Apartment - Atlas Shrugged,Bhopal,11798615.0,1800,5
3 BHK Apartment - Animal Farm,Kolkata,10236296.0,1500,3
1 BHK Apartment - A Walk to Remember,Chandigarh,5770319.0,650,1
1 BHK Apartment - A New Earth: Awakening to Your Life's Purpose,Kolkata,7362027.0,1000,1
"1 BHK Apartment - A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",Faridabad,5920520.0,650,1
4 BHK Apartment - 'Salem's Lot,Bhopal,13224628.0,2200,4
1 BHK Apartment - Zero History (Blue Ant #3),Chennai,9742887.0,1500,1
1 BHK Apartment - Wuthering Heights,Mumbai,7042510.0,500,1
2 BHK Apartment - World War Z: An Oral History of the Zombie War,Faridabad,13478366.0,2200,2
1 BHK Apartment - Wild: From Lost to Found on the Pacific Crest Trail,Chandigarh,5534149.0,650,1
"5 BHK Apartment - Where'd You Go, Bernadette",Noida,7836363.0,650,5
1 BHK Apartment - When You Are Engulfed in Flames,Mumbai,9958578.0,1200,1
3 BHK Apartment - We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,Bhopal,6650545.0,800,3
4 BHK Apartment - We Are All Completely Beside Ourselves,Delhi,17825260.0,2800,4
5 BHK Apartment - Walk the Edge (Thunder Road #2),Ghaziabad,16996174.0,2800,5
5 BHK Apartment - Voyager (Outlander #3),Mumbai,13951844.0,1800,5
2 BHK Apartment - Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,Chennai,8010892.0,1000,2
3 BHK Apartment - Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,Bangalore,7032625.0,500,3
"1 BHK Apartment - Unstuffed: Decluttering Your Home, Mind, and Soul",Pune,16105227.0,2800,1
5 BHK Apartment - Under the Banner of Heaven: A Story of Violent Faith,Delhi,10036410.0,1000,5
1 BHK Apartment - Two Boys Kissing,Indore,15198499.0,2800,1
4 BHK Apartment - Twilight (Twilight #1),Pune,14402926.0,2200,4
4 BHK Apartment - Twenties Girl,Faridabad,6921869.0,650,4
"4 BHK Apartment - Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",Bhopal,16043069.0,2800,4
1 BHK Apartment - Three-Martini Lunch,Gurgaon,13686922.0,2200,1
"5 BHK Apartment - Thinking, Fast and Slow",Chennai,7030029.0,650,5
1 BHK Apartment - The Wild Robot,Indore,6822090.0,1000,1
"1 BHK Apartment - The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",Faridabad,6015963.0,650,1
1 BHK Apartment - The Undomestic Goddess,Hyderabad,13054956.0,2200,1
2 BHK Apartment - The Travelers,Chennai,11600284.0,1800,2
4 BHK Apartment - The Tipping Point: How Little Things Can Make a Big Difference,Bangalore,13164359.0,1800,4
5 BHK Apartment - The Thing About Jellyfish,Faridabad,8719369.0,1000,5
2 BHK Apartment - The Stand,Hyderabad,10190750.0,1500,2
3 BHK Apartment - The Smitten Kitchen Cookbook,Hyderabad,8220917.0,1000,3
5 BHK Apartment - The Silkworm (Cormoran Strike #2),Chandigarh,10631071.0,1500,5
"1 BHK Apartment - The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",Jaipur,5140113.0,500,1
1 BHK Apartment - The Rose & the Dagger (The Wrath and the Dawn #2),Jaipur,4825442.0,500,1
4 BHK Apartment - The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),Delhi,11828749.0,1500,4
3 BHK Apartment - The Rise of Theodore Roosevelt (Theodore Roosevelt #1),Ghaziabad,6547377.0,650,3
2 BHK Apartment - The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),Noida,16438767.0,2800,2
5 BHK Apartment - The Rest Is Noise: Listening to the Twentieth Century,Faridabad,14244271.0,2200,5
1 BHK Apartment - The Red Tent,Noida,13664314.0,2200,1
2 BHK Apartment - The Purpose Driven Life: What on Earth Am I Here for?,Hyderabad,11542826.0,1800,2
3 BHK Apartment - The Purest Hook (Second Circle Tattoos #3),Gurgaon,7473807.0,650,3
1 BHK Apartment - The Picture of Dorian Gray,Gurgaon,8239370.0,1000,1
1 BHK Apartment - The Paris Wife,Bhopal,5953415.0,800,1
4 BHK Apartment - The Obsession,Delhi,17672118.0,2800,4
1 BHK Apartment - The Nightingale,Mumbai,8171868.0,800,1
1 BHK Apartment - The New Guy (and Other Senior Year Distractions),Ghaziabad,11298541.0,1800,1
3 BHK Apartment - The Nanny Diaries (Nanny #1),Chandigarh,13335847.0,2200,3
4 BHK Apartment - The Name of God is Mercy,Chennai,9227800.0,1200,4
2 BHK Apartment - The Maze Runner (The Maze Runner #1),Delhi,6792341.0,500,2
2 BHK Apartment - The Lover's Dictionary,Hyderabad,8800461.0,1200,2
1 BHK Apartment - The Lonely Ones,Jaipur,7343185.0,1000,1
5 BHK Apartment - The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Indore,9009649.0,1200,5
4 BHK Apartment - The Last Painting of Sara de Vos,Delhi,10407015.0,1200,4
"3 BHK Apartment - The Land of 10,000 Madonnas",Hyderabad,10560796.0,1500,3
3 BHK Apartment - The Infinities,Bhopal,9842007.0,1500,3
3 BHK Apartment - The Husband's Secret,Hyderabad,13856050.0,2200,3
5 BHK Apartment - The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),Pune,10120277.0,1200,5
3 BHK Apartment - The Guns of August,Mumbai,9009033.0,800,3
3 BHK Apartment - The Guernsey Literary and Potato Peel Pie Society,Ghaziabad,9000259.0,1200,3
4 BHK Apartment - The Goldfinch,Hyderabad,11072004.0,1500,4
1 BHK Apartment - The Giver (The Giver Quartet #1),Bangalore,13826536.0,2200,1
